Base,SingleMineral,hotkey00,hotkey01,hotkey02,hotkey10,hotkey11,hotkey12,hotkey20,hotkey21,hotkey22,hotkey30,hotkey31,hotkey32,hotkey40,hotkey41,hotkey42,hotkey50,hotkey51,hotkey52,hotkey60,hotkey61,hotkey62,hotkey70,hotkey71,hotkey72,hotkey80,hotkey81,hotkey82,hotkey90,hotkey91,hotkey92,race,battleneturl
3,0,0,1,0,1,0,48,3,0,42,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Protoss,http://kr.battle.net/sc2/en/profile/2332264/1/Zest/
0,0,0,0,0,1,0,51,1,0,0,1,0,0,0,0,0,1,0,39,1,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2344476/1/Dark/
0,0,0,0,0,1,0,50,1,0,0,1,0,0,0,0,0,1,0,46,1,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2344476/1/Dark/
2,2,0,1,0,1,0,47,1,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Protoss,http://kr.battle.net/sc2/en/profile/2332264/1/Zest/
0,0,0,0,0,1,0,28,0,0,0,1,0,8,1,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2333312/1/TAiLS/
1,0,0,0,0,1,0,69,1,0,15,0,0,0,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://kr.battle.net/sc2/en/profile/2341700/1/Bbyong/
1,0,0,0,0,1,0,67,1,0,15,0,0,0,0,0,0,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2333312/1/TAiLS/
0,0,0,0,0,1,0,35,0,0,0,1,0,1,1,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://kr.battle.net/sc2/en/profile/2341700/1/Bbyong/
1,0,0,0,0,1,0,66,1,0,17,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2333312/1/TAiLS/
0,0,0,0,0,1,0,29,0,0,0,0,0,0,1,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://kr.battle.net/sc2/en/profile/2341700/1/Bbyong/
0,0,0,0,0,1,0,51,2,0,4,1,0,0,0,0,0,1,0,40,1,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2344476/1/Dark/
0,0,0,0,0,1,0,28,0,0,0,1,0,2,1,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://kr.battle.net/sc2/en/profile/2341700/1/Bbyong/
0,0,0,0,0,1,0,51,1,0,0,1,0,0,0,0,0,1,0,45,1,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2344476/1/Dark/
0,0,0,0,0,1,0,35,0,0,0,0,0,0,1,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://kr.battle.net/sc2/en/profile/2341700/1/Bbyong/
0,0,0,0,0,0,0,0,1,0,2,4,0,41,0,0,0,1,0,52,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2342419/1/soO/
0,0,0,1,0,0,0,0,0,0,0,1,0,8,1,0,35,1,0,54,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2344407/1/Ragnarok/
1,0,0,0,0,0,0,0,1,0,2,2,0,44,0,0,0,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2342419/1/soO/
3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,48,1,0,47,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2344407/1/Ragnarok/
0,0,0,0,0,1,0,20,1,0,10,0,0,0,0,0,0,2,0,67,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2343479/1/True/
14,1,1,0,0,4,0,32,4,0,0,1,0,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2343240/1/Trap/
0,0,0,0,0,2,0,8,1,0,5,0,0,0,0,0,0,2,0,83,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2343479/1/True/
18,0,1,0,0,8,0,25,8,0,0,1,0,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2343240/1/Trap/
0,0,0,0,0,1,0,5,1,0,12,0,0,0,0,0,0,2,0,80,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2343479/1/True/
14,0,1,0,0,6,0,29,6,0,0,1,0,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2343240/1/Trap/
2,0,0,0,0,0,0,0,1,0,2,2,0,40,0,1,0,1,0,52,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2343479/1/True/
9,0,0,0,0,2,0,16,1,0,9,0,0,0,0,0,0,2,0,62,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2342419/1/soO/
0,0,0,0,0,2,0,9,1,0,11,0,0,0,0,0,0,2,0,76,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2342419/1/soO/
0,0,0,0,0,0,0,0,0,0,0,4,0,44,0,0,0,1,0,52,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2343479/1/True/
0,0,0,0,0,0,0,0,1,0,0,2,0,48,0,0,0,1,0,49,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2342419/1/soO/
0,2,0,0,0,1,0,3,1,0,7,0,0,0,0,0,0,2,0,85,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2343479/1/True/
0,0,0,1,0,0,0,0,0,0,0,1,0,3,1,0,43,1,0,51,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2344407/1/Ragnarok/
8,1,1,0,0,7,0,31,7,0,0,1,0,43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2343240/1/Trap/
0,0,0,1,0,0,0,0,0,0,0,1,0,13,1,0,29,1,0,55,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2344407/1/Ragnarok/
12,0,1,0,0,6,0,32,6,0,0,1,0,41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2343240/1/Trap/
0,0,0,1,0,0,0,0,0,0,0,1,0,13,1,0,30,1,0,54,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2344407/1/Ragnarok/
11,0,1,0,0,7,0,31,7,0,0,1,0,41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2343240/1/Trap/
1,0,0,0,0,0,0,0,2,0,0,2,0,45,0,0,0,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2342419/1/soO/
10,0,1,0,0,7,0,29,7,0,0,1,0,44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2343240/1/Trap/
10,2,1,0,0,7,0,28,7,0,0,1,0,43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2342419/1/soO/
0,0,0,0,0,0,0,0,1,0,1,2,0,46,0,0,0,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2343240/1/Trap/
2,0,0,0,0,3,0,5,1,0,54,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2343607/1/Rain/
2,0,0,0,0,0,0,0,2,0,10,0,0,0,1,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2343067/1/Stork/
2,0,0,0,0,3,0,6,1,0,80,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2343607/1/Rain/
2,0,0,0,0,0,0,0,1,0,15,0,0,0,1,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2343067/1/Stork/
2,0,0,0,0,0,0,0,1,0,18,0,0,0,1,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2343607/1/Rain/
2,0,0,0,0,4,0,3,1,0,61,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2343067/1/Stork/
2,0,1,0,0,1,0,49,1,0,0,9,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2343263/1/Ruin/
0,0,1,0,1,1,0,19,1,0,46,1,0,24,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2344207/1/Symbol/
2,0,1,0,0,1,0,48,1,0,0,13,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2343263/1/Ruin/
0,1,1,0,1,1,0,21,1,0,44,1,0,22,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2344207/1/Symbol/
2,0,1,0,0,1,0,46,1,0,0,15,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2343263/1/Ruin/
0,0,1,0,1,1,0,22,1,0,45,1,0,22,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2344207/1/Symbol/
2,0,1,0,0,1,0,47,1,0,0,12,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2343607/1/Rain/
2,0,0,0,0,2,0,3,1,0,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2343263/1/Ruin/
2,0,1,0,0,1,0,53,1,0,0,15,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2343607/1/Rain/
2,0,0,0,0,3,0,2,1,0,57,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2343263/1/Ruin/
2,0,0,0,0,0,0,0,2,0,16,0,0,0,1,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2343067/1/Stork/
0,0,1,0,2,1,0,15,1,0,45,1,0,27,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2344207/1/Symbol/
0,1,1,0,0,1,0,21,1,0,49,1,0,19,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2343067/1/Stork/
2,0,0,0,0,0,0,0,1,0,11,0,0,0,1,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2344207/1/Symbol/
2,0,1,0,0,1,0,48,1,0,0,10,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2343263/1/Ruin/
2,0,0,0,0,0,0,0,1,0,29,0,0,0,1,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2343067/1/Stork/
2,0,1,0,0,1,0,48,1,0,0,8,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2343263/1/Ruin/
2,0,0,0,0,0,0,0,2,0,19,0,0,0,1,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2343067/1/Stork/
2,0,1,0,0,1,0,47,1,0,0,14,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2343263/1/Ruin/
2,0,0,0,0,0,0,0,1,0,29,0,0,0,1,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2343067/1/Stork/
1,0,0,0,0,2,0,40,2,0,0,0,0,0,1,0,52,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2344987/1/Life/
2,0,0,0,0,0,0,0,1,0,36,1,0,3,1,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2342269/1/Savage/
2,0,0,1,0,5,0,33,5,0,4,1,0,0,1,0,44,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,Zerg,http://kr.battle.net/sc2/en/profile/2344987/1/Life/
2,0,0,0,0,0,0,0,1,0,27,1,0,11,1,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2342269/1/Savage/
0,0,0,1,0,2,0,30,4,0,7,2,0,0,1,0,45,1,0,4,0,1,0,0,1,0,0,1,0,0,1,0,Zerg,http://kr.battle.net/sc2/en/profile/2344987/1/Life/
0,0,0,0,0,0,0,0,1,0,32,1,0,7,1,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2342269/1/Savage/
0,0,0,0,0,2,0,0,1,0,47,0,0,0,0,0,0,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2342147/1/hydra/
13,0,0,0,0,0,0,0,0,0,0,1,0,43,9,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2341467/1/Classic/
0,0,0,0,0,1,0,0,1,0,47,0,0,0,0,0,0,1,0,51,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2342147/1/hydra/
14,1,0,0,0,0,0,0,0,0,0,1,0,42,8,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2341467/1/Classic/
0,0,0,0,0,2,0,1,1,0,43,1,0,1,0,0,0,1,0,51,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2342147/1/hydra/
17,1,0,0,0,0,0,0,0,0,0,3,0,40,9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2341467/1/Classic/
0,0,0,1,0,3,0,28,9,0,7,2,0,0,1,0,45,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,Zerg,http://kr.battle.net/sc2/en/profile/2344987/1/Life/
14,0,0,0,0,0,0,0,0,0,0,1,0,40,9,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2341467/1/Classic/
0,0,0,1,0,2,0,32,4,0,2,3,0,0,1,0,47,1,0,4,0,1,0,0,1,0,0,1,0,0,1,0,Zerg,http://kr.battle.net/sc2/en/profile/2344987/1/Life/
17,0,0,0,0,0,0,0,0,0,0,1,0,40,14,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2341467/1/Classic/
0,0,0,1,0,2,0,24,5,0,14,2,0,0,1,0,47,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,Zerg,http://kr.battle.net/sc2/en/profile/2344987/1/Life/
18,0,0,0,0,0,0,0,0,0,0,1,0,37,12,0,24,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2341467/1/Classic/
1,0,0,0,0,1,0,0,1,0,36,1,0,7,0,0,0,1,0,53,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2342147/1/hydra/
0,0,0,0,0,0,0,0,1,0,27,1,0,17,1,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2342269/1/Rogue/
0,0,0,0,0,1,0,0,1,0,48,0,0,0,0,0,0,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2342147/1/hydra/
0,0,0,0,0,0,0,0,1,0,25,1,0,14,1,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2342269/1/Rogue/
2,0,0,0,0,1,0,0,1,0,47,0,0,0,0,0,0,1,0,49,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2342147/1/hydra/
3,0,0,0,0,0,0,0,1,0,32,1,0,6,1,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2342269/1/Rogue/
0,0,0,0,0,2,0,0,1,0,46,0,0,0,0,0,0,1,0,51,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2342147/1/hydra/
13,1,0,0,0,0,0,0,0,0,0,1,0,47,7,0,30,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2341467/1/Classic/
0,0,0,0,0,1,0,0,1,0,46,0,0,0,0,0,0,1,0,52,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2342147/1/hydra/
14,6,0,0,0,0,0,0,0,0,0,1,0,48,9,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2341467/1/Classic/
0,0,0,0,0,1,0,0,1,0,48,0,0,0,0,0,0,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2342147/1/hydra/
16,0,0,0,0,0,0,0,0,0,0,1,0,47,7,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2341467/1/Classic/
0,0,0,0,0,2,0,18,0,0,0,1,0,58,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://kr.battle.net/sc2/en/profile/2343012/1/Maru/
4,0,1,0,43,1,0,1,1,0,1,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2344428/1/MyuNgSiK/
0,1,1,0,0,1,0,3,0,0,0,1,0,88,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,Terran,http://kr.battle.net/sc2/en/profile/2343012/1/Maru/
4,0,1,0,58,1,0,1,1,0,1,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Protoss,http://kr.battle.net/sc2/en/profile/2344428/1/MyuNgSiK/
0,0,1,0,0,1,0,69,1,0,26,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2333068/1/DRG/
2,0,0,0,0,4,0,26,1,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2348639/1/ParalyzE/
0,0,1,0,0,1,0,63,1,0,33,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2333068/1/DRG/
2,0,0,0,0,7,0,22,1,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2348639/1/ParalyzE/
0,0,0,0,0,2,0,32,0,0,0,1,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://kr.battle.net/sc2/en/profile/2343012/1/Maru/
0,0,0,0,0,1,0,67,1,0,30,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2333068/1/DRG/
0,0,0,0,0,2,0,29,0,0,0,1,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://kr.battle.net/sc2/en/profile/2343012/1/Maru/
0,0,1,0,0,1,0,65,1,0,29,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2333068/1/DRG/
2,0,0,0,0,8,0,25,1,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2348639/1/ParalyzE/
6,0,1,0,39,0,0,0,1,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2344428/1/MyuNgSiK/
2,0,0,0,0,8,0,20,1,0,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2348639/1/ParalyzE/
2,0,1,0,70,0,0,0,1,0,1,0,0,0,2,0,21,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Protoss,http://kr.battle.net/sc2/en/profile/2344428/1/MyuNgSiK/
2,0,0,0,0,3,0,27,1,0,57,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2348639/1/ParalyzE/
0,0,1,0,0,1,0,70,1,0,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2333068/1/DRG/
0,0,1,0,0,1,0,71,1,0,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2333068/1/DRG/
2,0,0,0,0,2,0,21,1,0,52,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2348639/1/ParalyzE/
2,0,0,0,0,9,0,18,1,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2348639/1/ParalyzE/
0,0,1,0,0,1,0,65,1,0,31,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2333068/1/DRG/
2,0,1,0,0,1,0,73,2,0,13,2,0,0,2,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2341492/1/PartinG/
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,1,0,38,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2342766/1/ByuL/
2,0,1,0,0,1,0,71,1,0,20,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2341492/1/PartinG/
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,61,1,0,38,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2342766/1/ByuL/
2,0,0,0,0,6,0,32,1,0,4,0,0,0,1,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2342343/1/Solar/
0,0,1,0,0,1,0,53,6,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Terran,http://kr.battle.net/sc2/en/profile/2343882/1/SuperNova/
2,0,0,0,0,2,1,29,4,1,20,0,0,0,1,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://kr.battle.net/sc2/en/profile/2343882/1/SuperNova/
0,0,0,0,0,4,0,40,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2342343/1/Solar/
0,0,1,0,0,1,0,61,6,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2342343/1/Solar/
0,0,0,0,0,6,0,14,1,0,6,2,0,18,1,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://kr.battle.net/sc2/en/profile/2343882/1/SuperNova/
2,0,1,0,0,1,0,75,1,0,16,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2341492/1/PartinG/
0,0,0,0,0,1,0,61,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Terran,http://kr.battle.net/sc2/en/profile/2343882/1/SuperNova/
2,0,1,0,0,1,0,63,2,0,26,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Protoss,http://kr.battle.net/sc2/en/profile/2341492/1/PartinG/
0,0,1,0,0,2,0,58,7,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Terran,http://kr.battle.net/sc2/en/profile/2343882/1/SuperNova/
0,0,0,0,0,7,0,19,1,0,7,1,0,10,1,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2342343/1/Solar/
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,56,1,0,43,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2342766/1/ByuL/
2,0,0,0,0,7,0,32,1,0,7,0,0,0,2,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2342343/1/Solar/
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,56,1,0,41,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2342766/1/ByuL/
0,0,0,0,0,5,0,19,2,0,14,3,0,6,2,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2342343/1/Solar/
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,57,1,0,42,0,0,0,0,0,0,0,0,0,Zerg,http://kr.battle.net/sc2/en/profile/2342766/1/ByuL/
